505,Advanced Topics in Modern Philosophy,PHIL 505,6 units in courses labelled Philosophy$ of which$ 3 units must be in History of Philosophy (Philosophy 301$ 303$ 305$ 307$ 309$ 311$ 401$ 403$ 405$ 407$ 408$ 411$ 505$ 507) and 3 units must be at the 400 level or above. ,none,none
507,Advanced Topics in Nineteenth- or Twentieth-Century Philosophy,PHIL 507,6 units in courses labelled Philosophy$ of which$ 3 units must be in the History of Philosophy (Philosophy 301$ 303$ 305$ 307$ 309$ 311$ 401$ 403$ 405$ 407$ 408$ 411$ 501$ 505) and 3 units must be at the 400 level or above. ,none,none
517,Advanced Topics in the History and Philosophy of Science,PHIL 517,6 units in courses labelled Philosophy$ of which$ 3 units must be Philosophy 201$ 395$ 421$ 423$ 461$ 463$ 467$ 481 or 483 and 3 units must be at the 400 level$ or above.,none,none
519,Formal Semantics of Natural Language,PHIL 519,Philosophy 279 or 377.,Credit for Philosophy 519 and Linguistics 509 will not be allowed.,none
523,Advanced Topics in Metaphysics,PHIL 523,6 units in courses labelled Philosophy$ of which$ 3 units must be from Philosophy 201$ 395$ 421$ 423$ 461$ 463$ 467$ 481$ 483 and 3 units must be at the 400 level or above.,none,none
525,Advanced Topics in Philosophy of Law,PHIL 525,6 units of courses labelled Philosophy$ of which$ 3 units must be from Philosophy 249$ 325$ 397$ 425$ 449$ 453 and 3 units must be at the 400 level or above.,none,none
527,Advanced Topics in the Philosophy of Religion,PHIL 527,6 units in courses labelled Philosophy with 3 units at the 400 level or above.,none,none
547,Advanced Topics in Applied Ethics,PHIL 547,6 units of courses labelled Philosophy$ of which$ 3 units must be from Philosophy 249$ 397$ 425$ 449$ 453 and 3 units of which must be at the 400 level or above. ,none,none
549,Advanced Topics in Ethics,PHIL 549,6 units of courses labelled Philosophy$ of which$ 3 units must be from Philosophy 249$ 397$ 425$ 449$ 453 and 3 units must be at the 400 level or above. ,none,none
553,Advanced Topics in Political Philosophy,PHIL 553,6 units of courses labelled Philosophy$ of which$ 3 units must be from Philosophy 249$ 397$ 425$ 449$ 453 and 3 units must be at the 400 level or above. ,none,none
561,Advanced Topics in Epistemology,PHIL 561,6 units in courses labelled Philosophy$ of which$ 3 units must be from Philosophy 201$ 264$ 395$ 421$ 423$ 461$ 463$ 467$ 481$ 483 and 3 units must be at the 400 level.,none,none
565,Philosophical Topics in the Sciences,PHIL 565,none,none,none
567,Advanced Topics in Philosophy of Science,PHIL 567,6 units of courses labelled Philosophy$ of which$ 3 units must be from 201$ 264$ 367$ 395$ 421$ 423$ 461$ 463$ 467$ 481$ 483 and 3 units must be at the 400 level or above. ,none,none
571,Advanced Topics in Philosophy of Logic and Philosophy of Language,PHIL 571,Philosophy 279 or 377; and 3 additional units in courses labelled Philosophy at the 400 level or above.,none,none
579,Advanced Topics in Logic,PHIL 579,Philosophy 279 or 377.,none,none
583,Advanced Topics in Philosophy of Mind,PHIL 583,6 units in courses labelled Philosophy$ of which$ 3 units must be from Philosophy 201$ 395$ 421$ 423$ 461$ 463$ 467$ 481$ 483 and 3 units must be at the 400 level.,none,none
590,Honours Thesis,PHIL 590, Admission to the Honours program and consent of the Department.,none,none
595,Directed Reading,PHIL 595, Consent of the Department.,none,none
597,Honours Seminar,PHIL 597,Consent of the Department.,none,Philosophy 590.
599,Advanced Topics in Philosophy,PHIL 599,6 units in courses labelled Philosophy with 3 units at the 400 level or above.,Credit for Philosophy 599 and 589 will not be allowed.,none
601,Seminar in Selected Problems,PHIL 601,none,none,none
603,Graduate Proseminar,PHIL 603,none,none,none
609,Topics in the History of Philosophy,PHIL 609,none,none,none
623,Topics in Metaphysics,PHIL 623,none,none,none
627,Topics in the Philosophy of Religion,PHIL 627,none,none,none
649,Topics in Ethics,PHIL 649,none,none,none
653,Topics in Social and Political Philosophy,PHIL 653,none,none,none
661,Topics in Epistemology,PHIL 661,none,none,none
667,Topics in Philosophy of Science,PHIL 667,none,none,none
671,Topics in Philosophical Logic and the Philosophy of Language,PHIL 671,none,none,none
677,Metalogic,PHIL 677,none,none,none
679,Topics in Logic,PHIL 679,none,none,none
683,Topics in the Philosophy of Mind,PHIL 683,none,none,none
691,Topics in Philosophical Analysis,PHIL 691,none,none,none
695,Graduate Directed Reading,PHIL 695,none,none,none
699,Mastersinglequotes Research and Professional Development,PHIL 699,none,none,none
700,Doctoral Research and Professional Development,PHIL 700,none,none,none
