301,Introduction to African Studies,AFST 301,none,none,none
400,Field Study in Africa,AFST 400,Consent of the Program Co-ordinator.,none,none
501,Seminar,AFST 501,3 units from African Studies 301$ Anthropology 317$ History 401$ Political Science 371.,none,none
