321,Games I,PHED 321,Kinesiology 201$ 321 and admission to the Faculty of Kinesiology. ,none,none
333,Gymnastics and Track and Field,PHED 333,Kinesiology 201 and 321 and admission to the Faculty of Kinesiology.,none,none
349,Activities in Alternative Environments,PHED 349,Kinesiology 201 and admission to the Faculty of Kinesiology.,none,Kinesiology 321.
