207,Introduction to Astronomy I - The Solar System,ASTR207,none,Credit for Astronomy 207 and any of Astronomy 205, Astrophysics 213 or 305 will not be allowed. Physics Majors, Astrophysics Majors, Natural Sciences Physics Concentrators and Environmental Science Physics Concentrators are not permitted to register in this course.  ,none
209,Introduction to Astronomy II - The Cosmos,ASTR209,none,Credit for Astronomy 209 and either of Astronomy 205 or Astrophysics 213 will not be allowed. Physics Majors, Astrophysics Majors, Natural Sciences Physics Concentrators and Environmental Science Physics Concentrators are not permitted to register in this course.,none
